user_id,group,coupon_received,signup_day,exposure_day,made_first_purchase_30d,days_to_first_purchase,repeat_visits_14d,browse_sessions_14d,product_views_14d,cart_adds_14d,discount_page_views_14d,coupon_used,repeat_purchase_180d,orders_180d,gross_revenue_180d,discount_cost_180d,net_revenue_180d,realized_ltv_180d,latent_response_type,latent_value_type,latent_timing_type
4917,treatment,1,28,31,0,,0,2,0,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4918,treatment,1,2,7,0,,4,3,10,1,2,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
4919,treatment,1,37,37,0,,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4920,control,0,90,94,1,15,3,4,8,3,4,0,0,1,36.77,4.41,32.35,32.35,sure_thing,medium_value,pulled_forward
4921,control,0,89,92,1,23,2,2,6,4,1,0,1,5,147.41,17.69,129.72,129.72,sure_thing,medium_value,pulled_forward
4922,control,0,58,62,0,,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4923,control,0,61,65,1,8,2,6,14,3,1,0,1,3,167.27,8.36,158.91,158.91,sure_thing,high_value,normal_timing
4924,treatment,1,58,58,0,,2,3,8,1,5,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
4925,control,0,63,63,0,,7,6,19,5,1,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
4926,control,0,47,48,0,,1,2,8,0,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
4927,control,0,19,20,0,,3,7,15,0,0,0,0,0,0.0,0.0,0.0,0.0,sure_thing,medium_value,pulled_forward
4928,control,0,79,84,0,,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4929,treatment,1,80,82,1,2,4,3,8,4,1,1,1,2,104.6,22.14,82.46,82.46,sure_thing,medium_value,pulled_forward
4930,control,0,13,20,1,14,4,5,8,5,2,0,1,4,194.5,23.34,171.16,171.16,sure_thing,medium_value,pulled_forward
4931,treatment,1,9,9,1,11,4,5,12,5,1,0,1,4,180.12,9.01,171.12,171.12,sure_thing,high_value,normal_timing
4932,treatment,1,72,76,1,20,2,2,4,2,9,1,1,2,63.77,31.91,31.86,31.86,persuadable,discount_driven_low_value,normal_timing
4933,treatment,1,5,10,0,,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4934,control,0,73,73,0,,2,8,21,1,1,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
4935,treatment,1,89,93,0,,1,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4936,control,0,4,4,0,,6,8,17,4,0,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
4937,control,0,72,78,1,8,2,2,4,0,2,0,0,1,36.94,12.93,24.01,24.01,persuadable,discount_driven_low_value,pulled_forward
4938,treatment,1,12,15,0,,2,4,11,3,1,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
4939,treatment,1,27,33,0,,0,0,1,0,2,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4940,control,0,50,55,0,,1,0,11,1,1,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
4941,treatment,1,62,64,0,,1,2,5,1,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
4942,control,0,9,10,0,,0,0,2,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4943,treatment,1,10,11,0,,1,2,5,2,7,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
4944,treatment,1,26,26,0,,2,1,4,2,8,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
4945,treatment,1,62,64,0,,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4946,treatment,1,37,42,0,,5,3,11,4,1,0,0,0,0.0,0.0,0.0,0.0,sure_thing,medium_value,pulled_forward
4947,treatment,1,25,27,0,,2,6,20,3,1,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
4948,treatment,1,15,16,1,14,4,2,8,0,3,1,0,1,43.05,14.76,28.3,28.3,sure_thing,medium_value,pulled_forward
4949,treatment,1,88,88,0,,0,0,2,1,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4950,treatment,1,64,67,0,,4,5,12,0,2,0,0,0,0.0,0.0,0.0,0.0,sure_thing,medium_value,pulled_forward
4951,control,0,89,90,0,,1,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4952,treatment,1,45,50,0,,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4953,control,0,74,76,1,15,1,1,11,0,3,0,1,4,208.34,25.0,183.34,183.34,sure_thing,medium_value,pulled_forward
4954,treatment,1,58,59,1,6,6,4,23,4,1,1,1,7,532.83,36.23,496.6,496.6,sure_thing,high_value,normal_timing
4955,control,0,48,50,0,,0,1,1,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4956,control,0,43,46,1,11,6,8,17,2,2,0,1,4,145.89,7.29,138.59,138.59,sure_thing,high_value,normal_timing
4957,treatment,1,46,46,0,,1,2,6,1,7,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
4958,control,0,38,38,1,16,6,9,11,3,0,0,1,4,171.26,8.56,162.69,162.69,sure_thing,high_value,normal_timing
4959,control,0,58,65,0,,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4960,treatment,1,45,47,1,12,7,8,18,3,5,0,0,1,74.17,3.71,70.46,70.46,sure_thing,high_value,normal_timing
4961,control,0,88,93,0,,1,3,13,2,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
4962,control,0,81,88,1,23,3,1,6,0,5,0,1,2,80.88,28.31,52.57,52.57,persuadable,discount_driven_low_value,normal_timing
4963,control,0,42,42,0,,5,6,17,1,2,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
4964,control,0,36,41,0,,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4965,control,0,69,75,0,,5,2,10,2,3,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
4966,control,0,58,58,0,,0,1,0,0,2,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4967,control,0,21,23,0,,1,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4968,control,0,76,77,0,,6,9,19,3,0,0,0,0,0.0,0.0,0.0,0.0,sure_thing,high_value,normal_timing
4969,control,0,62,62,0,,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4970,treatment,1,56,58,0,,0,0,3,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4971,treatment,1,71,72,0,,0,1,2,0,3,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4972,control,0,21,28,0,,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4973,control,0,72,73,1,8,3,4,6,2,3,0,1,2,100.27,12.03,88.23,88.23,sure_thing,medium_value,pulled_forward
4974,treatment,1,11,16,0,,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4975,treatment,1,72,72,0,,5,9,18,7,0,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
4976,control,0,54,58,0,,1,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4977,control,0,53,58,1,12,2,7,25,4,0,0,1,6,304.98,15.25,289.73,289.73,sure_thing,high_value,normal_timing
4978,control,0,66,67,0,,0,5,6,0,6,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
4979,treatment,1,28,31,0,,0,1,1,2,2,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4980,treatment,1,70,77,0,,2,5,6,0,5,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
4981,treatment,1,3,7,0,,5,6,14,5,2,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
4982,control,0,63,69,0,,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4983,control,0,72,75,0,,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4984,control,0,1,2,0,,2,2,8,0,6,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
4985,control,0,63,66,0,,1,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4986,control,0,70,73,0,,0,0,2,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4987,treatment,1,47,54,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4988,control,0,55,58,1,11,5,6,11,4,0,0,1,8,225.02,11.25,213.77,213.77,sure_thing,high_value,normal_timing
4989,treatment,1,6,11,1,9,2,3,13,3,2,0,0,1,52.66,6.32,46.34,46.34,sure_thing,medium_value,pulled_forward
4990,control,0,89,93,1,12,0,1,2,0,0,0,0,1,21.02,2.1,18.92,18.92,lost_cause,no_value,no_purchase
4991,control,0,88,90,0,,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4992,treatment,1,69,71,0,,1,3,7,0,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
4993,treatment,1,2,8,0,,5,1,13,2,9,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
4994,control,0,39,40,1,19,3,3,16,2,2,0,1,6,356.52,17.83,338.69,338.69,sure_thing,high_value,normal_timing
4995,treatment,1,74,77,0,,0,1,0,0,3,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4996,control,0,61,66,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
4997,control,0,82,82,0,,1,0,7,2,5,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
4998,control,0,56,61,0,,1,11,19,3,3,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
4999,control,0,65,71,1,7,6,8,29,5,0,0,1,5,475.31,23.77,451.54,451.54,sure_thing,high_value,normal_timing
5000,treatment,1,31,34,0,,1,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5001,control,0,74,78,1,13,2,5,23,1,0,0,1,4,239.16,11.96,227.2,227.2,sure_thing,high_value,normal_timing
5002,treatment,1,49,52,0,,3,2,17,8,1,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
5003,treatment,1,73,78,1,10,3,4,18,6,2,0,1,8,534.13,26.71,507.42,507.42,sure_thing,high_value,normal_timing
5004,control,0,19,19,0,,0,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5005,control,0,25,29,1,11,1,3,5,4,1,0,1,3,171.07,20.53,150.54,150.54,sure_thing,medium_value,pulled_forward
5006,control,0,8,11,0,,2,1,11,1,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
5007,treatment,1,61,61,0,,6,6,21,1,0,0,0,0,0.0,0.0,0.0,0.0,sure_thing,high_value,normal_timing
5008,treatment,1,66,72,0,,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5009,treatment,1,26,27,0,,1,4,15,0,0,0,0,0,0.0,0.0,0.0,0.0,sure_thing,medium_value,pulled_forward
5010,control,0,35,39,1,14,2,5,12,5,1,0,1,3,101.31,12.16,89.15,89.15,sure_thing,medium_value,pulled_forward
5011,control,0,52,58,0,,3,3,8,1,6,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
5012,treatment,1,69,76,1,13,6,6,13,4,1,0,1,3,155.48,7.77,147.7,147.7,sure_thing,high_value,normal_timing
5013,control,0,28,33,0,,0,2,3,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5014,treatment,1,44,49,0,,1,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5015,control,0,17,21,0,,6,4,16,1,0,0,0,0,0.0,0.0,0.0,0.0,sure_thing,medium_value,pulled_forward
5016,control,0,73,79,0,,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5017,treatment,1,79,86,0,,9,6,14,3,1,0,0,0,0.0,0.0,0.0,0.0,sure_thing,high_value,normal_timing
5018,control,0,67,70,0,,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5019,treatment,1,74,77,0,,2,12,17,3,1,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
5020,control,0,69,70,0,,1,1,19,3,1,0,0,0,0.0,0.0,0.0,0.0,sure_thing,high_value,normal_timing
5021,treatment,1,76,83,0,,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5022,treatment,1,39,46,0,,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5023,treatment,1,19,24,0,,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5024,treatment,1,87,92,0,,3,1,7,2,5,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
5025,treatment,1,1,2,0,,0,1,3,1,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5026,treatment,1,37,44,0,,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5027,control,0,66,66,1,19,7,2,8,0,3,0,0,1,34.07,11.92,22.14,22.14,persuadable,discount_driven_low_value,normal_timing
5028,control,0,72,76,0,,1,5,10,1,1,0,0,0,0.0,0.0,0.0,0.0,sure_thing,medium_value,pulled_forward
5029,treatment,1,62,64,0,,0,3,8,1,7,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
5030,control,0,45,48,0,,2,1,7,1,5,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
5031,control,0,84,84,0,,1,1,5,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5032,treatment,1,22,23,0,,4,7,13,4,0,0,0,0,0.0,0.0,0.0,0.0,sure_thing,medium_value,pulled_forward
5033,control,0,13,16,0,,2,3,4,0,5,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
5034,treatment,1,57,60,0,,2,3,11,1,3,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
5035,treatment,1,29,36,0,,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5036,control,0,43,47,0,,4,5,28,4,0,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
5037,treatment,1,42,42,0,,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5038,control,0,24,31,0,,5,9,16,2,1,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
5039,treatment,1,90,94,1,15,3,6,18,4,1,0,1,4,349.77,17.49,332.28,332.28,sure_thing,high_value,normal_timing
5040,treatment,1,35,41,0,,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5041,control,0,61,68,1,11,3,3,9,1,2,0,1,2,94.45,11.33,83.11,83.11,sure_thing,medium_value,pulled_forward
5042,control,0,15,19,0,,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5043,control,0,90,91,1,13,3,8,13,1,0,0,1,2,138.96,6.95,132.02,132.02,persuadable,high_value,normal_timing
5044,control,0,89,92,1,24,4,2,11,0,1,0,1,5,277.53,33.3,244.23,244.23,sure_thing,medium_value,pulled_forward
5045,control,0,7,12,0,,2,0,7,1,5,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
5046,treatment,1,58,58,0,,1,2,2,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5047,control,0,54,61,0,,3,5,16,7,2,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
5048,treatment,1,16,18,0,,3,6,14,2,2,0,0,0,0.0,0.0,0.0,0.0,sure_thing,high_value,normal_timing
5049,control,0,70,75,1,8,1,1,4,0,6,0,0,1,26.83,9.39,17.44,17.44,persuadable,discount_driven_low_value,pulled_forward
5050,treatment,1,69,76,0,,1,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5051,control,0,76,82,0,,0,0,3,0,2,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5052,control,0,55,60,0,,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5053,treatment,1,64,66,1,5,0,6,12,1,1,1,1,2,90.01,20.39,69.62,69.62,sure_thing,medium_value,pulled_forward
5054,control,0,66,70,0,,0,5,2,0,6,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
5055,treatment,1,70,74,0,,0,1,2,1,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5056,control,0,53,59,0,,1,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5057,treatment,1,68,68,0,,2,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5058,treatment,1,6,6,0,,0,0,2,1,2,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5059,treatment,1,56,56,0,,0,0,1,0,3,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5060,control,0,19,26,0,,7,4,23,2,0,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
5061,control,0,37,41,0,,7,4,17,3,0,0,0,0,0.0,0.0,0.0,0.0,sure_thing,high_value,normal_timing
5062,control,0,70,75,0,,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5063,control,0,11,11,0,,2,3,6,1,3,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
5064,control,0,68,68,1,18,1,1,5,0,7,0,0,1,21.89,7.66,14.23,14.23,persuadable,discount_driven_low_value,normal_timing
5065,treatment,1,24,29,0,,0,4,11,5,1,0,0,0,0.0,0.0,0.0,0.0,sure_thing,medium_value,pulled_forward
5066,treatment,1,68,73,0,,0,2,11,1,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
5067,treatment,1,69,72,0,,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5068,control,0,2,2,0,,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5069,control,0,22,25,0,,1,10,22,8,2,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
5070,treatment,1,73,78,1,10,2,2,9,1,1,1,1,2,96.38,21.15,75.22,75.22,sure_thing,medium_value,pulled_forward
5071,control,0,31,32,0,,3,5,31,4,1,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
5072,control,0,40,42,0,,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5073,control,0,2,7,0,,3,3,6,2,3,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
5074,treatment,1,63,64,0,,2,1,7,0,6,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
5075,treatment,1,9,9,0,,2,5,4,0,7,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
5076,control,0,25,30,0,,0,1,8,4,6,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
5077,control,0,43,43,0,,3,3,6,0,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
5078,control,0,70,73,0,,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5079,control,0,45,49,0,,2,4,3,1,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
5080,treatment,1,89,89,0,,5,5,18,5,1,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
5081,control,0,48,53,0,,5,4,15,2,2,0,0,0,0.0,0.0,0.0,0.0,sure_thing,high_value,normal_timing
5082,treatment,1,23,29,0,,0,1,6,1,8,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
5083,control,0,18,25,0,,3,6,13,2,2,0,0,0,0.0,0.0,0.0,0.0,sure_thing,high_value,normal_timing
5084,control,0,71,73,0,,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5085,treatment,1,42,44,1,10,1,4,23,2,1,0,1,4,221.81,11.09,210.72,210.72,sure_thing,high_value,normal_timing
5086,control,0,55,59,0,,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5087,treatment,1,34,38,0,,1,1,6,3,9,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
5088,control,0,25,29,0,,2,1,1,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5089,treatment,1,54,56,0,,0,0,6,1,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
5090,control,0,27,27,0,,0,2,10,1,3,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
5091,control,0,90,90,1,7,8,10,18,4,1,0,1,2,128.39,6.42,121.97,121.97,sure_thing,high_value,normal_timing
5092,treatment,1,66,73,0,,1,2,3,1,6,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
5093,control,0,74,77,0,,2,1,5,1,6,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
5094,control,0,26,29,0,,0,0,2,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5095,treatment,1,3,8,0,,1,3,7,1,6,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
5096,treatment,1,5,6,0,,2,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5097,treatment,1,78,81,0,,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5098,treatment,1,79,82,0,,0,4,4,1,5,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
5099,treatment,1,62,62,0,,0,2,1,0,2,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5100,treatment,1,54,58,0,,1,3,10,1,10,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
5101,treatment,1,19,20,1,11,2,1,11,3,5,1,0,1,33.37,21.27,12.1,12.1,persuadable,discount_driven_low_value,pulled_forward
5102,control,0,69,69,1,11,4,6,21,2,1,0,1,5,238.02,11.9,226.12,226.12,sure_thing,high_value,normal_timing
5103,control,0,47,51,0,,0,0,2,1,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5104,treatment,1,55,57,1,6,8,9,23,2,2,1,1,4,145.16,16.85,128.31,128.31,persuadable,high_value,normal_timing
5105,treatment,1,3,8,1,4,2,5,13,3,4,1,0,1,43.37,14.79,28.57,28.57,sure_thing,medium_value,pulled_forward
5106,control,0,47,51,0,,0,4,15,0,6,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
5107,control,0,63,63,0,,2,8,4,1,1,0,0,0,0.0,0.0,0.0,0.0,sure_thing,medium_value,pulled_forward
5108,control,0,70,75,0,,3,1,4,1,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
5109,treatment,1,14,14,0,,1,5,9,1,5,0,0,0,0.0,0.0,0.0,0.0,sure_thing,medium_value,pulled_forward
5110,treatment,1,3,5,0,,0,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5111,control,0,78,83,0,,2,3,6,0,7,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
5112,treatment,1,29,32,1,21,10,6,33,6,2,1,1,7,392.18,29.2,362.98,362.98,sure_thing,high_value,normal_timing
5113,treatment,1,43,46,0,,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5114,treatment,1,57,58,0,,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5115,control,0,45,48,0,,6,9,26,0,3,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
5116,treatment,1,85,87,1,14,1,5,7,3,2,1,0,1,44.25,25.08,19.18,19.18,persuadable,discount_driven_low_value,pulled_forward
5117,treatment,1,76,83,0,,6,5,19,3,1,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
5118,treatment,1,36,41,0,,2,2,3,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5119,control,0,18,25,0,,5,4,11,0,1,0,0,0,0.0,0.0,0.0,0.0,sure_thing,medium_value,pulled_forward
5120,treatment,1,88,90,1,1,1,2,14,2,0,1,0,1,10.15,10.81,-0.65,-0.65,sure_thing,medium_value,pulled_forward
5121,treatment,1,64,71,1,12,6,6,14,2,2,1,1,7,292.78,24.23,268.55,268.55,sure_thing,high_value,normal_timing
5122,control,0,68,70,1,8,1,1,5,0,4,0,0,1,27.06,9.47,17.59,17.59,persuadable,discount_driven_low_value,pulled_forward
5123,control,0,42,44,0,,1,0,16,1,2,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
5124,treatment,1,44,46,0,,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5125,treatment,1,17,21,1,14,2,5,15,1,2,0,1,3,103.17,12.38,90.79,90.79,sure_thing,medium_value,pulled_forward
5126,control,0,39,43,0,,0,5,5,1,2,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
5127,control,0,49,49,0,,1,3,4,0,2,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
5128,control,0,12,16,0,,1,4,10,3,5,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
5129,treatment,1,58,65,0,,1,2,4,0,6,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
